,date,MT_330,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,feel
587,2014-10-13 08:00:00,78.79531250000001,59.0,51.8,76.98,210.00,17.00,0.0,29.62,6.21,59.0
588,2014-10-13 09:00:00,102.85468749999998,59.0,50.0,72.01,220.00,16.00,0.0,29.65,6.21,59.0
589,2014-10-13 10:00:00,106.14531250000002,60.8,50.0,67.54,230.00,15.00,0.0,29.65,6.21,60.8
590,2014-10-13 11:00:00,107.5546875,62.6,50.0,63.38,240.00,16.00,0.0,29.68,6.21,62.6
591,2014-10-13 12:00:00,105.05,64.4,50.0,59.5,220.00,17.00,0.0,29.68,6.21,64.4
592,2014-10-13 13:00:00,103.0109375,64.4,48.2,55.63,220.00,18.00,0.0,29.68,6.21,64.4
593,2014-10-13 14:00:00,110.534375,62.6,48.2,59.26,240.00,15.00,0.0,29.68,6.21,62.6
594,2014-10-13 15:00:00,121.346875,62.6,48.2,59.26,250.00,12.00,0.0,29.68,6.21,62.6
595,2014-10-13 16:00:00,109.9078125,60.8,48.2,63.15,240.00,9.00,0.0,29.68,6.21,60.8
596,2014-10-13 17:00:00,104.2640625,60.8,46.4,59.01,230.00,10.00,0.0,29.71,6.21,60.8
597,2014-10-13 18:00:00,100.5046875,59.0,46.4,62.92,220.00,6.00,0.0,29.71,6.21,59.0
598,2014-10-13 19:00:00,116.959375,55.4,46.4,71.64,220.00,4.00,0.0,29.74,6.21,55.4
599,2014-10-13 20:00:00,113.353125,55.4,48.2,76.66,230.00,6.00,0.0,29.74,6.21,55.4
600,2014-10-13 21:00:00,115.70625,55.4,48.2,76.66,230.00,6.00,0.0,29.74,6.21,55.4
601,2014-10-13 22:00:00,86.4828125,55.4,46.4,71.64,220.00,6.00,0.0,29.74,6.21,55.4
602,2014-10-13 23:00:00,59.78125,53.6,46.4,76.5,220.00,6.00,0.0,29.74,6.21,53.6
603,2014-10-14 00:00:00,60.2515625,53.6,46.4,76.5,220.00,6.00,0.0,29.74,6.21,53.6
604,2014-10-14 01:00:00,56.6546875,51.8,46.4,81.74,230.00,3.00,0.0,29.77,6.21,51.8
605,2014-10-14 02:00:00,50.0875,50.0,44.6,81.61,210.00,5.00,0.0,29.77,6.21,47.77
606,2014-10-14 03:00:00,54.778125,50.0,44.6,81.61,210.00,6.00,0.0,29.74,6.21,47.21
607,2014-10-14 04:00:00,51.8078125,46.4,42.8,87.19,170.00,3.00,0.0,29.77,6.21,45.15
608,2014-10-14 05:00:00,52.74375,46.4,44.6,93.4,0,2.00,0.0,29.77,6.21,46.4
609,2014-10-14 06:00:00,62.440625,44.6,42.8,93.35,0.00,0.00,0.0,29.77,6.21,44.6
610,2014-10-14 07:00:00,97.36875,46.4,44.6,93.4,80.00,2.00,0.0,29.77,6.21,46.4
611,2014-10-14 08:00:00,77.8546875,53.6,48.2,81.87,0,1.00,0.0,29.77,6.21,53.6
612,2014-10-14 09:00:00,99.7203125,57.2,46.4,67.12,0,2.00,0.0,29.8,6.21,57.2
613,2014-10-14 10:00:00,107.2421875,59.0,46.4,62.92,240.00,9.00,0.0,29.8,6.21,59.0
614,2014-10-14 11:00:00,108.965625,62.6,48.2,59.26,260.00,8.00,0.0,29.8,6.21,62.6
615,2014-10-14 12:00:00,109.4375,62.6,46.4,55.37,250.00,7.00,0.0,29.77,6.21,62.6
616,2014-10-14 13:00:00,108.653125,64.4,46.4,51.98,0,5.00,0.0,29.77,6.21,64.4
617,2014-10-14 14:00:00,109.4359375,64.4,48.2,55.63,240.00,6.00,0.0,29.77,6.21,64.4
618,2014-10-14 15:00:00,108.653125,64.4,48.2,55.63,240.00,5.00,0.0,29.77,6.21,64.4
619,2014-10-14 16:00:00,110.3765625,64.4,46.4,51.98,270.00,5.00,0.0,29.77,6.21,64.4
620,2014-10-14 17:00:00,116.9578125,59.0,46.4,62.92,270.00,5.00,0.0,29.77,6.21,59.0
621,2014-10-14 18:00:00,112.8859375,57.2,46.4,67.12,290.00,2.00,0.0,29.77,6.21,57.2
622,2014-10-14 19:00:00,114.2953125,55.4,46.4,71.64,0.00,0.00,0.0,29.8,6.21,55.4
623,2014-10-14 20:00:00,115.7046875,53.6,48.2,81.87,0.00,0.00,0.0,29.8,6.21,53.6
624,2014-10-14 21:00:00,117.1171875,51.8,48.2,87.47,0.00,0.00,0.0,29.8,6.21,51.8
625,2014-10-14 22:00:00,83.6671875,51.8,48.2,87.47,30.00,2.00,0.0,29.8,6.21,51.8
626,2014-10-14 23:00:00,56.8109375,50.0,48.2,93.5,50.00,2.00,0.0,29.8,6.21,50.0
627,2014-10-15 00:00:00,52.1203125,51.8,48.2,87.47,0.00,0.00,0.0,29.8,6.21,51.8
628,2014-10-15 01:00:00,47.2734375,51.8,48.2,87.47,50.00,3.00,0.0,29.77,6.21,51.8
629,2014-10-15 02:00:00,48.0546875,51.8,48.2,87.47,0,2.00,0.0,29.77,6.21,51.8
630,2014-10-15 03:00:00,51.49375,50.0,48.2,93.5,40.00,3.00,0.0,29.77,6.21,49.27
631,2014-10-15 04:00:00,50.55625,50.0,46.4,87.37,80.00,4.00,0.0,29.77,6.21,48.44
632,2014-10-15 05:00:00,49.30625,50.0,48.2,93.5,40.00,2.00,0.0,29.74,6.21,50.0
633,2014-10-15 06:00:00,67.4453125,50.0,48.2,93.5,80.00,3.00,0.0,29.74,6.21,49.27
634,2014-10-15 07:00:00,98.621875,51.8,50.0,93.55,110.00,4.00,0.0,29.74,6.21,51.8
635,2014-10-15 08:00:00,87.18437499999999,53.6,50.0,87.56,130.00,3.00,0.0,29.74,6.21,53.6
636,2014-10-15 09:00:00,104.265625,57.2,51.8,82.12,160.00,3.00,0.0,29.74,6.21,57.2
637,2014-10-15 10:00:00,113.5109375,57.2,53.6,87.74,140.00,5.00,0.0,29.74,6.21,57.2
638,2014-10-15 11:00:00,113.98125,57.2,55.4,93.69,120.00,5.00,0.0,29.71,6.21,57.2
639,2014-10-15 12:00:00,114.609375,59.0,55.4,87.83,180.00,4.00,0.0,29.71,6.21,59.0
640,2014-10-15 13:00:00,118.6828125,59.0,57.2,93.74,170.00,6.00,0.0,29.71,6.21,59.0
641,2014-10-15 14:00:00,117.2734375,60.8,57.2,87.92,200.00,5.00,0.0,29.71,6.21,60.8
642,2014-10-15 15:00:00,109.9078125,60.8,57.2,87.92,190.00,6.00,0.0,29.71,6.21,60.8
643,2014-10-15 16:00:00,115.39375,60.8,57.2,87.92,200.00,5.00,0.0,29.71,6.21,60.8
644,2014-10-15 17:00:00,113.825,59.0,57.2,93.74,170.00,5.00,0.0,29.71,6.21,59.0
645,2014-10-15 18:00:00,113.0421875,59.0,57.2,93.74,160.00,5.00,0.0,29.71,6.21,59.0
646,2014-10-15 19:00:00,118.8390625,59.0,57.2,93.74,180.00,7.00,0.0,29.71,6.21,59.0
647,2014-10-15 20:00:00,121.190625,59.0,55.4,87.83,180.00,8.00,0.0,29.68,6.21,59.0
648,2014-10-15 21:00:00,122.9140625,57.2,55.4,93.69,190.00,6.00,0.0,29.68,6.21,57.2
649,2014-10-15 22:00:00,88.52499999999999,59.0,55.4,87.83,190.00,5.00,0.0,29.68,6.21,59.0
650,2014-10-15 23:00:00,51.3375,57.2,55.4,93.69,180.00,8.00,0.0,29.65,6.21,57.2
651,2014-10-16 00:00:00,52.5875,59.0,57.2,93.74,210.00,10.00,0.0,29.65,6.21,59.0
652,2014-10-16 01:00:00,51.3375,59.0,57.2,93.74,210.00,9.00,0.0,29.65,6.21,59.0
653,2014-10-16 02:00:00,50.7125,59.0,57.2,93.74,210.00,8.00,0.0,29.65,6.21,59.0
654,2014-10-16 03:00:00,54.934375,59.0,57.2,93.74,210.00,6.00,0.0,29.65,6.21,59.0
655,2014-10-16 04:00:00,52.903125,59.0,57.2,93.74,210.00,8.00,0.0,29.65,6.21,59.0
656,2014-10-16 05:00:00,58.2171875,60.8,57.2,87.92,220.00,8.00,0.0,29.68,6.21,60.8
657,2014-10-16 06:00:00,66.1953125,59.0,57.2,93.74,230.00,6.00,0.0,29.68,6.21,59.0
658,2014-10-16 07:00:00,96.8578125,59.0,57.2,93.74,230.00,6.00,0.0,29.71,6.21,59.0
659,2014-10-16 08:00:00,86.86875,60.8,57.2,87.92,230.00,7.00,0.0,29.71,6.21,60.8
660,2014-10-16 09:00:00,108.4953125,62.6,57.2,82.5,230.00,10.00,0.0,29.74,6.21,62.6
661,2014-10-16 10:00:00,115.70624999999998,64.4,57.2,77.45,250.00,10.00,0.0,29.74,6.21,64.4
662,2014-10-16 11:00:00,117.5875,64.4,57.2,77.45,230.00,9.00,0.0,29.74,6.21,64.4
663,2014-10-16 12:00:00,112.728125,66.2,57.2,72.74,240.00,12.00,0.0,29.74,6.21,66.2
664,2014-10-16 13:00:00,115.70625,66.2,55.4,68.15,250.00,13.00,0.0,29.74,6.21,66.2
665,2014-10-16 14:00:00,113.1984375,66.2,55.4,68.15,240.00,11.00,0.0,29.74,6.21,66.2
666,2014-10-16 15:00:00,114.1390625,66.2,57.2,72.74,230.00,8.00,0.0,29.74,6.21,66.2
667,2014-10-16 16:00:00,112.415625,64.4,57.2,77.45,210.00,8.00,0.0,29.74,6.21,64.4
668,2014-10-16 17:00:00,122.6015625,64.4,57.2,77.45,210.00,7.00,0.0,29.77,6.21,64.4
669,2014-10-16 18:00:00,115.70625,64.4,57.2,77.45,190.00,6.00,0.0,29.77,6.21,64.4
670,2014-10-16 19:00:00,117.2734375,62.6,59.0,88.0,190.00,5.00,0.0,29.77,6.21,62.6
671,2014-10-16 20:00:00,117.4296875,62.6,59.0,88.0,200.00,8.00,0.0,29.74,6.21,62.6
672,2014-10-16 21:00:00,121.815625,60.8,59.0,93.79,200.00,7.00,0.0,29.77,6.21,60.8
673,2014-10-16 22:00:00,91.3390625,60.8,57.2,87.92,210.00,7.00,0.0,29.77,6.21,60.8
674,2014-10-16 23:00:00,61.0328125,59.0,57.2,93.74,230.00,6.00,0.0,29.77,6.21,59.0
675,2014-10-17 00:00:00,53.5265625,59.0,57.2,93.74,240.00,5.00,0.0,29.77,6.21,59.0
676,2014-10-17 01:00:00,50.7125,59.0,57.2,93.74,240.00,6.00,0.0,29.8,6.21,59.0
677,2014-10-17 02:00:00,52.43125,57.2,57.2,100.0,250.00,4.00,0.0,29.8,6.21,57.2
678,2014-10-17 03:00:00,55.715625,57.2,55.4,93.69,240.00,3.00,0.0,29.83,6.21,57.2
679,2014-10-17 04:00:00,53.528125,57.2,57.2,100.0,230.00,4.00,0.0,29.85,6.21,57.2
680,2014-10-17 05:00:00,54.934375,59.0,55.4,87.83,250.00,11.00,0.0,29.88,6.21,59.0
681,2014-10-17 06:00:00,67.6015625,57.2,55.4,93.69,230.00,7.00,0.0,29.91,6.21,57.2
682,2014-10-17 07:00:00,105.83125,59.0,55.4,87.83,210.00,5.00,0.0,29.94,6.21,59.0
683,2014-10-17 08:00:00,87.6515625,59.0,57.2,93.74,210.00,7.00,0.0,29.94,6.21,59.0
684,2014-10-17 09:00:00,105.20625,60.8,57.2,87.92,210.00,9.00,0.0,29.97,6.21,60.8
685,2014-10-17 10:00:00,115.8625,62.6,57.2,82.5,210.00,9.00,0.0,30.0,6.21,62.6
686,2014-10-17 11:00:00,119.46875,64.4,57.2,77.45,220.00,8.00,0.0,30.0,6.21,64.4
687,2014-10-17 12:00:00,117.9,66.2,57.2,72.74,210.00,9.00,0.0,29.97,6.21,66.2
688,2014-10-17 13:00:00,118.840625,66.2,57.2,72.74,230.00,8.00,0.0,29.97,6.21,66.2
689,2014-10-17 14:00:00,112.884375,64.4,57.2,77.45,190.00,8.00,0.0,29.97,6.21,64.4
690,2014-10-17 15:00:00,116.01875,64.4,55.4,72.56,180.00,10.00,0.0,29.97,6.21,64.4
691,2014-10-17 16:00:00,117.1140625,62.6,55.4,77.29,160.00,8.00,0.0,29.97,6.21,62.6
692,2014-10-17 17:00:00,125.2640625,60.8,55.4,82.37,150.00,4.00,0.0,30.0,6.21,60.8
693,2014-10-17 18:00:00,122.4453125,59.0,55.4,87.83,140.00,5.00,0.0,30.0,6.21,59.0
694,2014-10-17 19:00:00,126.2046875,59.0,55.4,87.83,130.00,4.00,0.0,30.0,6.21,59.0
695,2014-10-17 20:00:00,121.8171875,59.0,55.4,87.83,130.00,5.00,0.0,29.97,6.21,59.0
696,2014-10-17 21:00:00,122.44375,57.2,53.6,87.74,80.00,4.00,0.0,30.0,6.21,57.2
697,2014-10-17 22:00:00,88.3671875,57.2,55.4,93.69,130.00,3.00,0.0,29.97,6.21,57.2
698,2014-10-17 23:00:00,52.9015625,57.2,55.4,93.69,150.00,4.00,0.0,29.97,6.21,57.2
699,2014-10-18 00:00:00,53.05625,59.0,55.4,87.83,170.00,5.00,0.0,29.97,6.21,59.0
700,2014-10-18 01:00:00,51.80625,57.2,55.4,93.69,160.00,4.00,0.0,29.97,6.21,57.2
701,2014-10-18 02:00:00,50.55625,57.2,55.4,93.69,150.00,5.00,0.0,29.97,6.21,57.2
702,2014-10-18 03:00:00,54.309375,57.2,55.4,93.69,130.00,5.00,0.0,29.97,6.21,57.2
703,2014-10-18 04:00:00,52.1203125,55.4,53.6,93.65,120.00,3.00,0.0,30.0,6.21,55.4
704,2014-10-18 05:00:00,50.24375,55.4,53.6,93.65,130.00,3.00,0.0,30.0,6.21,55.4
705,2014-10-18 06:00:00,63.3796875,57.2,55.4,93.69,130.00,4.00,0.0,30.0,6.21,57.2
706,2014-10-18 07:00:00,93.415625,62.6,57.2,82.5,160.00,4.00,0.0,30.03,6.21,62.6
707,2014-10-18 08:00:00,85.9296875,66.2,59.0,77.6,180.00,7.00,0.0,30.03,6.21,66.2
708,2014-10-18 09:00:00,107.7125,68.0,59.0,72.92,180.00,8.00,0.0,30.03,6.21,68.0
709,2014-10-18 10:00:00,116.01875,71.6,60.8,68.75,190.00,9.00,0.0,30.03,6.21,71.6
710,2014-10-18 11:00:00,114.1375,73.4,60.8,64.69,180.00,8.00,0.0,30.0,6.21,73.4
711,2014-10-18 12:00:00,114.2953125,75.2,60.8,60.9,170.00,8.00,0.0,30.0,6.21,75.2
712,2014-10-18 13:00:00,113.353125,75.2,60.8,60.9,200.00,10.00,0.0,30.0,6.21,75.2
713,2014-10-18 14:00:00,111.63125,75.2,62.6,64.91,200.00,9.00,0.0,30.0,6.21,75.2
714,2014-10-18 15:00:00,113.8265625,75.2,60.8,60.9,190.00,8.00,0.0,30.0,6.21,75.2
715,2014-10-18 16:00:00,117.5859375,69.8,60.8,73.09,180.00,6.00,0.0,30.03,6.21,69.8
716,2014-10-18 17:00:00,122.7578125,68.0,59.0,72.92,160.00,3.00,0.0,30.03,6.21,68.0
717,2014-10-18 18:00:00,123.6984375,66.2,60.8,82.74,170.00,4.00,0.0,30.03,6.21,66.2
718,2014-10-18 19:00:00,127.4609375,64.4,59.0,82.62,150.00,3.00,0.0,30.06,6.21,64.4
719,2014-10-18 20:00:00,123.8546875,64.4,60.8,88.09,0.00,0.00,0.0,30.06,6.21,64.4
720,2014-10-18 21:00:00,123.2265625,62.6,59.0,88.0,150.00,2.00,0.0,30.06,6.21,62.6
721,2014-10-18 22:00:00,86.33125,60.8,59.0,93.79,110.00,2.00,0.0,30.06,6.21,60.8
722,2014-10-18 23:00:00,53.371875,59.0,57.2,93.74,150.00,4.00,0.0,30.06,6.21,59.0
723,2014-10-19 00:00:00,54.4640625,57.2,57.2,100.0,100.00,3.00,0.0,30.06,6.21,57.2
724,2014-10-19 01:00:00,51.80625,57.2,55.4,93.69,110.00,4.00,0.0,30.03,6.21,57.2
725,2014-10-19 02:00:00,50.7125,55.4,55.4,100.0,80.00,4.00,0.0,30.03,6.21,55.4
726,2014-10-19 03:00:00,54.778125,55.4,55.4,100.0,90.00,3.00,0.0,30.03,6.21,55.4
727,2014-10-19 04:00:00,52.275,57.2,55.4,93.69,100.00,4.00,0.0,30.03,6.21,57.2
728,2014-10-19 05:00:00,52.1203125,57.2,55.4,93.69,120.00,4.00,0.0,30.03,6.21,57.2
729,2014-10-19 06:00:00,63.065625,57.2,57.2,100.0,0.00,0.00,0.0,30.06,6.21,57.2
730,2014-10-19 07:00:00,96.7,62.6,59.0,88.0,200.00,4.00,0.0,30.06,6.21,62.6
731,2014-10-19 08:00:00,86.2421875,66.2,60.8,82.74,230.00,6.00,0.0,30.06,6.21,66.2
732,2014-10-19 09:00:00,105.0484375,68.0,60.8,77.75,230.00,7.00,0.0,30.06,6.21,68.0
733,2014-10-19 10:00:00,116.64531250000002,71.6,62.6,73.27,210.00,7.00,0.0,30.06,6.21,71.6
734,2014-10-19 11:00:00,116.803125,73.4,62.6,68.94,190.00,9.00,0.0,30.06,6.21,73.4
735,2014-10-19 12:00:00,112.415625,75.2,60.8,60.9,230.00,10.00,0.0,30.06,6.21,75.2
736,2014-10-19 13:00:00,115.078125,73.4,59.0,60.67,250.00,10.00,0.0,30.06,6.21,73.4
737,2014-10-19 14:00:00,116.959375,71.6,59.0,64.48,260.00,14.00,0.0,30.06,6.21,71.6
738,2014-10-19 15:00:00,128.55625,71.6,59.0,64.48,260.00,9.00,0.0,30.06,6.21,71.6
739,2014-10-19 16:00:00,132.9453125,69.8,59.0,68.55,260.00,6.00,0.0,30.06,6.21,69.8
740,2014-10-19 17:00:00,128.084375,68.0,59.0,72.92,280.00,4.00,0.0,30.09,6.21,68.0
741,2014-10-19 18:00:00,126.05,66.2,59.0,77.6,270.00,2.00,0.0,30.09,6.21,66.2
742,2014-10-19 19:00:00,131.22031249999998,64.4,59.0,82.62,270.00,4.00,0.0,30.12,6.21,64.4
743,2014-10-19 20:00:00,121.975,64.4,59.0,82.62,290.00,4.00,0.0,30.12,6.21,64.4
744,2014-10-19 21:00:00,122.75625,62.6,59.0,88.0,230.00,2.00,0.0,30.12,6.21,62.6
745,2014-10-19 22:00:00,89.1515625,59.0,57.2,93.74,0.00,0.00,0.0,30.12,6.21,59.0
746,2014-10-19 23:00:00,54.1515625,59.0,57.2,93.74,340.00,1.00,0.0,30.12,4.97,59.0
747,2014-10-20 00:00:00,54.934375,55.4,53.6,93.65,0,2.00,0.0,30.12,4.97,55.4
748,2014-10-20 01:00:00,50.4015625,57.2,57.2,100.0,340.00,3.00,0.0,30.12,6.21,57.2
749,2014-10-20 02:00:00,51.3375,55.4,53.6,93.65,220.00,2.00,0.0,30.12,4.35,55.4
750,2014-10-20 03:00:00,53.3703125,55.4,55.4,100.0,270.00,3.00,0.0,30.12,6.21,55.4
751,2014-10-20 04:00:00,52.275,57.2,55.4,93.69,260.00,3.00,0.0,30.12,6.21,57.2
752,2014-10-20 05:00:00,52.9015625,57.2,55.4,93.69,240.00,3.00,0.0,30.12,6.21,57.2
753,2014-10-20 06:00:00,66.35,59.0,55.4,87.83,270.00,4.00,0.0,30.15,6.21,59.0
754,2014-10-20 07:00:00,94.0375,59.0,55.4,87.83,300.00,4.00,0.0,30.15,6.21,59.0
755,2014-10-20 08:00:00,85.7734375,60.8,55.4,82.37,290.00,5.00,0.0,30.15,6.21,60.8
756,2014-10-20 09:00:00,113.35625,62.6,55.4,77.29,270.00,8.00,0.0,30.15,6.21,62.6
757,2014-10-20 10:00:00,117.7421875,62.6,53.6,72.38,290.00,5.00,0.0,30.12,6.21,62.6
758,2014-10-20 11:00:00,123.3859375,62.6,53.6,72.38,270.00,6.00,0.0,30.12,6.21,62.6
759,2014-10-20 12:00:00,122.915625,60.8,53.6,77.14,270.00,5.00,0.0,30.09,6.21,60.8
760,2014-10-20 13:00:00,118.99687500000002,60.8,53.6,77.14,290.00,4.00,0.0,30.09,6.21,60.8
761,2014-10-20 14:00:00,121.6609375,59.0,55.4,87.83,230.00,4.00,0.0,30.06,6.21,59.0
762,2014-10-20 15:00:00,126.675,57.2,53.6,87.74,250.00,3.00,0.0,30.06,6.21,57.2
763,2014-10-20 16:00:00,126.6765625,55.4,51.8,87.65,260.00,6.00,0.0,30.06,6.21,55.4
764,2014-10-20 17:00:00,128.4,55.4,51.8,87.65,260.00,5.00,0.0,30.06,6.21,55.4
765,2014-10-20 18:00:00,121.81875,53.6,51.8,93.6,240.00,5.00,0.0,30.06,6.21,53.6
766,2014-10-20 19:00:00,125.7359375,53.6,50.0,87.56,240.00,5.00,0.0,30.06,6.21,53.6
767,2014-10-20 20:00:00,121.346875,53.6,51.8,93.6,250.00,7.00,0.0,30.06,6.21,53.6
768,2014-10-20 21:00:00,123.5421875,53.6,51.8,93.6,250.00,4.00,0.0,30.03,6.21,53.6
769,2014-10-20 22:00:00,100.1484375,51.8,51.8,100.0,220.00,3.00,0.0,30.03,6.21,51.8
770,2014-10-20 23:00:00,73.584375,51.8,50.0,93.55,250.00,4.00,0.0,30.0,6.21,51.8
771,2014-10-21 00:00:00,74.0125,50.0,48.2,93.5,0,2.00,0.0,29.97,4.97,50.0
772,2014-10-21 01:00:00,69.94687499999999,51.8,50.0,93.55,190.00,6.00,0.0,29.94,6.21,51.8
773,2014-10-21 02:00:00,64.62968749999999,53.6,51.8,93.6,240.00,5.00,0.0,29.94,6.21,53.6
774,2014-10-21 03:00:00,64.16093749999999,53.6,51.8,93.6,220.00,9.00,0.0,29.91,6.21,53.6
775,2014-10-21 04:00:00,55.5625,55.4,50.0,81.99,230.00,10.00,0.0,29.91,6.21,55.4
776,2014-10-21 05:00:00,54.1515625,55.4,50.0,81.99,230.00,11.00,0.0,29.88,6.21,55.4
777,2014-10-21 06:00:00,65.4125,57.2,51.8,82.12,220.00,12.00,0.0,29.85,6.21,57.2
778,2014-10-21 07:00:00,99.5640625,59.0,53.6,82.25,230.00,16.00,0.0,29.85,6.21,59.0
779,2014-10-21 08:00:00,82.43906249999999,60.8,53.6,77.14,240.00,17.00,0.0,29.83,6.21,60.8
780,2014-10-21 09:00:00,108.340625,60.8,53.6,77.14,240.00,19.00,0.0,29.8,6.21,60.8
781,2014-10-21 10:00:00,114.9234375,59.0,53.6,82.25,270.00,22.00,0.0,29.8,6.21,59.0
782,2014-10-21 11:00:00,118.8390625,57.2,48.2,71.83,300.00,19.00,0.0,29.83,6.21,57.2
783,2014-10-21 12:00:00,116.6453125,60.8,42.8,51.45,300.00,18.00,0.0,29.85,6.21,60.8
784,2014-10-21 13:00:00,118.840625,57.2,39.2,50.91,300.00,19.00,0.0,29.88,6.21,57.2
785,2014-10-21 14:00:00,116.0203125,55.4,41.0,58.27,290.00,18.00,0.0,29.91,6.21,55.4
786,2014-10-21 15:00:00,121.659375,53.6,44.6,71.45,280.00,12.00,0.0,29.97,6.21,53.6
787,2014-10-21 16:00:00,124.9515625,51.8,41.0,66.48,290.00,11.00,0.0,29.97,6.21,51.8
788,2014-10-21 17:00:00,128.40156249999998,51.8,42.8,71.26,280.00,9.00,0.0,30.03,6.21,51.8
789,2014-10-21 18:00:00,127.615625,51.8,41.0,66.48,290.00,10.00,0.0,30.06,6.21,51.8
790,2014-10-21 19:00:00,133.4140625,51.8,41.0,66.48,300.00,10.00,0.0,30.09,6.21,51.8
791,2014-10-21 20:00:00,129.0265625,50.0,39.2,66.27,290.00,8.00,0.0,30.12,6.21,46.29
792,2014-10-21 21:00:00,131.534375,50.0,39.2,66.27,280.00,9.00,0.0,30.15,6.21,45.9
793,2014-10-21 22:00:00,93.6859375,48.2,39.2,70.88,290.00,8.00,0.0,30.18,6.21,44.07
794,2014-10-21 23:00:00,65.25625,48.2,39.2,70.88,270.00,8.00,0.0,30.21,6.21,44.07
795,2014-10-22 00:00:00,63.2234375,46.4,39.2,75.84,280.00,9.00,0.0,30.21,6.21,41.42
796,2014-10-22 01:00:00,54.153125,46.4,39.2,75.84,280.00,7.00,0.0,30.24,6.21,42.33
797,2014-10-22 02:00:00,52.43125,44.6,39.2,81.2,270.00,6.00,0.0,30.24,6.21,40.71
798,2014-10-22 03:00:00,54.778125,42.8,37.4,81.07,260.00,5.00,0.0,30.27,6.21,39.22
799,2014-10-22 04:00:00,54.778125,44.6,37.4,75.68,280.00,6.00,0.0,30.27,6.21,40.71
800,2014-10-22 05:00:00,53.684375,44.6,39.2,81.2,280.00,4.00,0.0,30.3,6.21,42.13
801,2014-10-22 06:00:00,64.00468749999999,48.2,39.2,70.88,300.00,5.00,0.0,30.3,6.21,45.63
802,2014-10-22 07:00:00,98.7421875,50.0,41.0,71.07,280.00,9.00,0.0,30.3,6.21,45.9
803,2014-10-22 08:00:00,89.5328125,51.8,42.8,71.26,290.00,10.00,0.0,30.3,6.21,51.8
804,2014-10-22 09:00:00,109.7484375,53.6,41.0,62.23,280.00,12.00,0.0,30.3,6.21,53.6
805,2014-10-22 10:00:00,122.13125,55.4,41.0,58.27,310.00,9.00,0.0,30.3,6.21,55.4
806,2014-10-22 11:00:00,123.228125,55.4,42.8,62.46,300.00,8.00,0.0,30.3,6.21,55.4
807,2014-10-22 12:00:00,138.58749999999998,55.4,42.8,62.46,310.00,9.00,0.0,30.3,6.21,55.4
808,2014-10-22 13:00:00,136.078125,55.4,42.8,62.46,310.00,9.00,0.0,30.27,6.21,55.4
809,2014-10-22 14:00:00,135.609375,55.4,42.8,62.46,310.00,5.00,0.0,30.3,6.21,55.4
810,2014-10-22 15:00:00,138.74375,53.6,41.0,62.23,310.00,7.00,0.0,30.3,6.21,53.6
811,2014-10-22 16:00:00,142.8171875,51.8,42.8,71.26,300.00,3.00,0.0,30.3,6.21,51.8
812,2014-10-22 17:00:00,139.83906249999998,48.2,42.8,81.47,270.00,3.00,0.0,30.3,6.21,47.21
813,2014-10-22 18:00:00,135.1390625,48.2,42.8,81.47,210.00,1.00,0.0,30.3,6.21,48.2
814,2014-10-22 19:00:00,142.03437499999998,50.0,44.6,81.61,0,0,0.0,30.3,6.21,50.0
815,2014-10-22 20:00:00,133.2578125,51.8,44.6,76.34,250.00,4.00,0.0,30.3,6.21,51.8
816,2014-10-22 21:00:00,130.7515625,51.8,46.4,81.74,260.00,5.00,0.0,30.3,6.21,51.8
817,2014-10-22 22:00:00,98.275,51.8,46.4,81.74,260.00,4.00,0.0,30.3,6.21,51.8
818,2014-10-22 23:00:00,55.5609375,51.8,48.2,87.47,260.00,5.00,0.0,30.3,6.21,51.8
819,2014-10-23 00:00:00,56.028125,53.6,48.2,81.87,270.00,7.00,0.0,30.27,6.21,53.6
820,2014-10-23 01:00:00,53.996875,51.8,50.0,93.55,260.00,3.00,0.0,30.27,3.73,51.8
821,2014-10-23 02:00:00,52.11875,51.8,50.0,93.55,240.00,2.00,0.0,30.27,6.21,51.8
822,2014-10-23 03:00:00,54.934375,51.8,48.2,87.47,250.00,4.00,0.0,30.27,6.21,51.8
823,2014-10-23 04:00:00,54.9328125,51.8,48.2,87.47,250.00,3.00,0.0,30.27,6.21,51.8
824,2014-10-23 05:00:00,61.0328125,51.8,48.2,87.47,250.00,4.00,0.0,30.27,6.21,51.8
825,2014-10-23 06:00:00,70.93437499999999,53.6,48.2,81.87,0,2.00,0.0,30.27,6.21,53.6
826,2014-10-23 07:00:00,98.621875,55.4,48.2,76.66,250.00,4.00,0.0,30.27,6.21,55.4
827,2014-10-23 08:00:00,88.1234375,57.2,46.4,67.12,250.00,5.00,0.0,30.27,6.21,57.2
828,2014-10-23 09:00:00,110.2203125,57.2,46.4,67.12,260.00,6.00,0.0,30.27,6.21,57.2
829,2014-10-23 10:00:00,116.4890625,57.2,44.6,62.69,250.00,7.00,0.0,30.27,6.21,57.2
830,2014-10-23 11:00:00,120.25,57.2,44.6,62.69,250.00,7.00,0.0,30.24,6.21,57.2
831,2014-10-23 12:00:00,121.5046875,57.2,42.8,58.52,240.00,7.00,0.0,30.24,6.21,57.2
832,2014-10-23 13:00:00,119.4671875,57.2,42.8,58.52,230.00,5.00,0.0,30.21,6.21,57.2
